Date,Receipt number,Receipt type,Gross sales,Discounts,Net sales,Taxes,Total collected,Cost of goods,Gross profit,Payment type,Description,POS,Store,Cashier name,Status
14/05/2025 13:17,1-1148,Sale,488.92,16.41,472.51,0.0,472.51,0.0,472.51,Card,"2 x Product 7, 1 x Product 5",POS 1,Quenkos,C1,Closed
14/05/2025 15:26,1-1149,Sale,487.11,3.27,483.84,0.0,483.84,0.0,483.84,Cash,"1 x Product 2, 2 x Product 6, 1 x Product 3, 2 x Product 3",POS 1,Quenkos,C1,Closed
14/05/2025 14:41,1-1150,Sale,175.27,6.35,168.92,0.0,168.92,0.0,168.92,Card,"2 x Product 9, 2 x Product 1, 1 x Product 8, 1 x Product 2",POS 1,Quenkos,C1,Closed
14/05/2025 12:55,1-1151,Sale,378.25,7.5,370.75,0.0,370.75,0.0,370.75,Card,"1 x Product 10, 2 x Product 1, 1 x Product 10",POS 1,Quenkos,Owner,Closed
14/05/2025 13:24,1-1152,Sale,404.65,4.11,400.54,0.0,400.54,0.0,400.54,Cash,"2 x Product 4, 1 x Product 4, 2 x Product 9",POS 1,Quenkos,C2,Closed
14/05/2025 18:55,1-1153,Sale,160.96,3.06,157.9,0.0,157.9,0.0,157.9,Card,"2 x Product 1, 2 x Product 6",POS 1,Quenkos,C1,Closed
14/05/2025 17:41,1-1154,Sale,393.11,2.75,390.36,0.0,390.36,0.0,390.36,Cash,"2 x Product 3, 2 x Product 9, 1 x Product 10",POS 1,Quenkos,Owner,Closed
14/05/2025 17:41,1-1155,Sale,478.08,18.27,459.81,0.0,459.81,0.0,459.81,Cash,1 x Product 9,POS 1,Quenkos,Owner,Closed
14/05/2025 10:45,1-1156,Sale,106.29,2.19,104.1,0.0,104.1,0.0,104.1,Card,"2 x Product 6, 2 x Product 4",POS 1,Quenkos,C1,Closed
14/05/2025 17:18,1-1157,Sale,426.09,8.46,417.63,0.0,417.63,0.0,417.63,Card,"1 x Product 9, 1 x Product 10, 1 x Product 2, 2 x Product 1",POS 1,Quenkos,C1,Closed
14/05/2025 16:36,1-1158,Sale,137.4,3.8,133.6,0.0,133.6,0.0,133.6,Cash,"1 x Product 3, 1 x Product 9",POS 1,Quenkos,C1,Closed
14/05/2025 11:05,1-1159,Sale,208.44,7.13,201.31,0.0,201.31,0.0,201.31,Cash,"1 x Product 7, 1 x Product 4, 1 x Product 10, 2 x Product 10",POS 1,Quenkos,C2,Closed
14/05/2025 11:59,1-1160,Sale,400.9,7.98,392.92,0.0,392.92,0.0,392.92,Cash,1 x Product 10,POS 1,Quenkos,C4,Closed
14/05/2025 18:15,1-1161,Sale,274.84,4.68,270.16,0.0,270.16,0.0,270.16,Card,"1 x Product 7, 2 x Product 6, 1 x Product 4, 1 x Product 8",POS 1,Quenkos,C3,Closed
14/05/2025 14:01,1-1162,Sale,385.24,88.93,296.31,0.0,296.31,0.0,296.31,Cash,"2 x Product 5, 1 x Product 4, 2 x Product 10, 1 x Product 5",POS 1,Quenkos,C3,Closed
14/05/2025 15:20,1-1163,Sale,277.89,1.42,276.47,0.0,276.47,0.0,276.47,Card,2 x Product 1,POS 1,Quenkos,C2,Closed
14/05/2025 16:35,1-1164,Sale,265.52,9.62,255.9,0.0,255.9,0.0,255.9,Cash,"2 x Product 2, 2 x Product 1, 1 x Product 6, 2 x Product 6",POS 1,Quenkos,C3,Closed
14/05/2025 18:33,1-1165,Sale,219.9,3.97,215.93,0.0,215.93,0.0,215.93,Card,"1 x Product 2, 2 x Product 3, 2 x Product 3, 2 x Product 2",POS 1,Quenkos,C1,Closed
14/05/2025 18:39,1-1166,Sale,479.53,14.87,464.66,0.0,464.66,0.0,464.66,Card,1 x Product 2,POS 1,Quenkos,C1,Closed
14/05/2025 16:21,1-1167,Sale,225.67,10.93,214.74,0.0,214.74,0.0,214.74,Card,"1 x Product 4, 2 x Product 7",POS 1,Quenkos,C2,Closed
14/05/2025 18:50,1-1168,Sale,477.19,19.03,458.16,0.0,458.16,0.0,458.16,Cash,"1 x Product 3, 1 x Product 8, 1 x Product 4, 2 x Product 10",POS 1,Quenkos,C1,Closed
14/05/2025 15:43,1-1169,Sale,496.28,9.95,486.33,0.0,486.33,0.0,486.33,Card,"2 x Product 3, 1 x Product 7, 2 x Product 8",POS 1,Quenkos,C2,Closed
14/05/2025 17:02,1-1170,Sale,363.04,11.74,351.3,0.0,351.3,0.0,351.3,Card,"1 x Product 8, 1 x Product 9, 1 x Product 6",POS 1,Quenkos,C4,Closed
14/05/2025 14:50,1-1171,Sale,304.27,8.83,295.44,0.0,295.44,0.0,295.44,Card,1 x Product 1,POS 1,Quenkos,C2,Closed
14/05/2025 14:25,1-1172,Sale,266.39,1.55,264.84,0.0,264.84,0.0,264.84,Cash,"1 x Product 4, 2 x Product 1",POS 1,Quenkos,C2,Closed
14/05/2025 14:19,1-1173,Sale,388.8,1.31,387.49,0.0,387.49,0.0,387.49,Cash,"1 x Product 6, 2 x Product 4",POS 1,Quenkos,C2,Closed
14/05/2025 09:54,1-1174,Sale,471.97,12.18,459.79,0.0,459.79,0.0,459.79,Card,1 x Product 7,POS 1,Quenkos,C2,Closed
